temperatura,pressao,posicao_valvula,vazao_massica
27.0045,7.4954,0.6154,0.455
28.9914,2.4957,0.7129,0.1455
24.5997,1.5419,0.5305,0.0516
24.7644,2.2889,0.9698,0.1771
27.2189,6.3787,0.6711,0.4164
21.4353,1.4177,0.5473,0.045
22.6834,6.3243,0.1446,0.0895
20.9,4.9168,0.6847,0.3217
24.0086,7.2887,0.6567,0.4734
25.8516,3.6201,0.4887,0.1598
26.6541,5.6049,0.7042,0.3793
29.7737,4.5163,0.0364,0.0153
22.4037,7.9559,0.3,0.2383
24.2745,6.0425,0.5051,0.2968
23.512,7.8167,0.2454,0.1909
25.2016,2.1229,0.3771,0.0619
24.5794,2.5091,0.9265,0.1918
24.6601,4.2589,0.7579,0.3003
26.9135,5.5362,0.6878,0.3653
22.3713,6.2687,0.0778,0.0477
25.0417,7.2264,0.7458,0.5318
26.113,5.7369,0.6795,0.3759
25.1597,5.1077,0.0122,0.0059
27.303,1.6099,0.2445,0.0257
22.7004,4.2943,0.2974,0.1194
27.9935,4.7637,0.1692,0.0758
21.6224,5.4497,0.1063,0.0559
28.1332,5.1992,0.5695,0.2814
27.1048,3.8453,0.7433,0.2604
28.0111,2.4532,0.244,0.0487
20.272,2.7493,0.8851,0.208
21.4396,2.6381,0.6168,0.1371
29.9586,1.6831,0.0987,0.0112
26.9629,2.219,0.7437,0.1296
24.7317,1.2639,0.9228,0.0567
26.0673,6.3155,0.667,0.4101
27.3295,7.4714,0.4566,0.3362
20.7201,4.6403,0.239,0.1052
24.18,6.3505,0.7371,0.4574
28.3107,5.7691,0.4632,0.2569
21.5722,2.6835,0.623,0.1416
23.1841,2.4404,0.1231,0.0246
24.9794,2.4788,0.4285,0.0872
23.415,6.5928,0.7693,0.4979
28.0862,5.3446,0.6096,0.3106
23.0479,7.4836,0.8477,0.6298
21.2542,7.902,0.1713,0.1353
20.4953,3.913,0.9726,0.3518
29.9307,3.8487,0.6604,0.2306
25.7886,1.3945,0.6674,0.0526
20.4147,5.7416,0.8453,0.4725
23.0234,7.1656,0.3135,0.2223
23.7838,6.1993,0.3798,0.2297
23.8084,6.7038,0.6101,0.4019
20.3029,4.9646,0.9607,0.4567
25.0048,4.3342,0.1202,0.0486
22.6598,7.939,0.7805,0.6183
20.4843,4.9367,0.2377,0.1122
26.6536,6.3947,0.7253,0.4516
23.2062,1.9387,0.6149,0.0885
26.4831,3.3728,0.6171,0.1851
21.446,5.6262,0.8021,0.4376
21.8342,4.6525,0.4702,0.2071
21.8096,5.1574,0.015,0.0074
20.3398,1.6297,0.3945,0.0428
22.6307,6.1852,0.9421,0.5695
25.2465,7.8644,0.0871,0.068
20.8799,1.2224,0.7705,0.043
26.6358,3.4224,0.9501,0.29
29.5745,4.218,0.4449,0.1729
29.4063,2.1315,0.6442,0.1056
29.0364,5.4048,0.2214,0.1141
25.5277,6.1801,0.0931,0.0559
20.0884,7.9503,0.5508,0.4389
24.7278,1.97,0.8945,0.1315
22.5838,2.788,0.59,0.1406
21.5445,7.0829,0.4215,0.2958
28.8475,4.592,0.3259,0.1398
20.7327,7.2471,0.8206,0.5912
22.545,1.6166,0.4597,0.049
28.7603,4.9745,0.0371,0.0174
22.2114,2.9998,0.4341,0.1136
20.4565,2.7261,0.6162,0.1432
28.3858,1.776,0.9067,0.1125
26.4426,7.5078,0.4759,0.3528
25.5323,1.9432,0.3642,0.0524
20.9743,2.559,0.5562,0.1189
28.5805,4.7934,0.5866,0.2643
27.1105,2.5791,0.6543,0.1399
23.1919,6.1052,0.2008,0.1196
21.4315,5.5443,0.7604,0.4082
27.9581,4.8389,0.8927,0.407
23.462,2.0373,0.9368,0.1452
23.6104,2.2342,0.1547,0.0274
20.938,7.2395,0.6226,0.4479
24.4676,6.5463,0.842,0.5399
24.4268,1.5019,0.7739,0.0715
24.9712,5.1614,0.6707,0.3305
21.2127,3.015,0.4999,0.1318
25.4332,1.4104,0.7874,0.0636
23.7663,1.6778,0.7482,0.085
22.8125,7.2171,0.635,0.4538
27.7856,4.4023,0.7153,0.2929
22.5468,7.4357,0.8726,0.6444
29.4577,4.8114,0.5696,0.2574
26.1046,3.0081,0.5825,0.1519
25.7995,5.0175,0.707,0.337
20.8493,3.5727,0.4041,0.1312
21.4019,3.9584,0.1041,0.0381
28.6993,2.5961,0.4833,0.1039
26.0451,1.4478,0.0474,0.004
28.3978,5.8024,0.3026,0.1689
25.0926,6.3112,0.3637,0.2238
24.4864,7.6814,0.8936,0.6811
26.8549,1.6472,0.4168,0.0456
27.1818,4.8187,0.7162,0.3254
20.1906,3.5424,0.5248,0.1688
25.3139,2.6175,0.6749,0.1475
20.7939,3.7491,0.6772,0.2328
29.3034,6.0277,0.9606,0.5582
21.2997,6.7096,0.2614,0.1731
22.5426,2.0633,0.2963,0.0468
23.6947,1.3917,0.23,0.0181
21.4369,1.691,0.5877,0.0679
23.5234,7.5313,0.8657,0.6471
22.8843,2.1601,0.6491,0.1096
21.8205,3.214,0.8987,0.2562
28.3301,6.3457,0.8298,0.5109
23.1659,7.6983,0.0897,0.0687
21.1102,3.218,0.6463,0.1848
27.9558,4.1843,0.7266,0.2805
21.8481,3.9219,0.8748,0.3165
24.286,7.7593,0.7632,0.5883
24.8581,3.3474,0.0375,0.0112
27.6395,4.3192,0.483,0.1935
21.3209,6.5291,0.4221,0.2713
27.1517,6.3081,0.699,0.4285
22.6105,5.2249,0.8558,0.4291
26.4138,6.5052,0.1671,0.1061
26.2138,7.8618,0.7012,0.5464
22.6722,7.3437,0.4326,0.3151
25.7478,7.1509,0.2698,0.19
25.0549,1.6365,0.9368,0.1016
24.8217,5.0911,0.9274,0.4501
26.3554,1.2332,0.8806,0.0501
26.3683,1.7161,0.8429,0.0991
24.6361,4.5861,0.9268,0.3998
21.9812,6.1794,0.3308,0.2
26.111,4.7709,0.9746,0.4386
26.5274,7.9459,0.6951,0.5476
26.9866,5.5898,0.0143,0.0077
23.1549,3.2406,0.1542,0.0443
28.6441,1.7649,0.6971,0.0856
22.3218,3.5174,0.5003,0.159
25.8897,7.5276,0.5247,0.3904
24.2937,6.4255,0.1811,0.1138
22.9823,4.7774,0.9812,0.4446
21.2346,2.8157,0.2954,0.0715
27.3364,5.2726,0.6606,0.332
23.1959,7.4844,0.4964,0.3688
21.1201,2.4652,0.8257,0.1679
22.935,1.4662,0.4919,0.0434
20.2262,7.9255,0.476,0.3779
28.8508,5.1785,0.5612,0.2757
29.5829,2.5695,0.6344,0.1344
27.5494,1.468,0.5451,0.0478
28.4377,3.3221,0.7596,0.223
20.6188,3.2582,0.1186,0.0345
28.5371,1.8923,0.8385,0.1151
25.7748,2.7476,0.1866,0.0434
27.8219,6.227,0.3772,0.2277
24.3513,4.4214,0.3226,0.1335
22.4353,5.2174,0.2151,0.1077
25.388,2.8187,0.2547,0.0613
21.1827,5.9107,0.2347,0.1353
20.6265,1.8322,0.6115,0.0809
29.4682,6.1259,0.6265,0.3704
22.0549,1.765,0.2769,0.0344
21.6759,3.4679,0.8529,0.2668
24.0879,4.0172,0.1852,0.0687
23.8148,1.881,0.9772,0.134
26.1576,6.0985,0.3461,0.2048
28.6507,7.3656,0.7049,0.51
23.373,3.5276,0.35,0.1114
24.368,7.0446,0.8354,0.5802
22.3909,3.7509,0.7222,0.2477
28.8656,7.198,0.9671,0.6823
23.0245,4.0187,0.3166,0.1176
27.6418,5.4037,0.3046,0.1572
22.835,4.0272,0.4971,0.1852
26.1426,1.8957,0.9709,0.1342
28.4405,1.2922,0.7057,0.0458
24.1803,4.0973,0.1927,0.0731
26.7485,3.8553,0.5286,0.1859
28.7614,2.7152,0.8598,0.196
29.8418,1.37,0.3771,0.0283
25.0876,3.7203,0.2499,0.0845
27.8825,3.6656,0.1837,0.0608
28.8974,5.7346,0.9361,0.5152
23.4655,5.7634,0.7551,0.4217
25.1421,4.4292,0.7319,0.3032
20.1648,2.1872,0.9903,0.171
21.7241,5.3885,0.8546,0.4442
25.3812,1.3049,0.3019,0.0202
29.8787,6.9045,0.6247,0.4206
25.9999,4.2314,0.8656,0.3397
24.2618,7.8008,0.5365,0.4159
25.5202,1.3364,0.3009,0.0214
26.8073,7.9854,0.8681,0.6872
29.891,3.0893,0.024,0.0064
23.954,1.7732,0.9812,0.1224
27.2808,7.4029,0.4955,0.3613
21.5779,2.6072,0.7975,0.1745
24.0386,5.0261,0.1417,0.0679
23.6497,6.5974,0.2844,0.1841
20.3574,5.763,0.8476,0.4758
26.1906,6.2658,0.9503,0.5792
22.0892,3.7311,0.0637,0.0217
26.3824,2.2208,0.6158,0.1075
27.8453,4.2214,0.8511,0.3321
21.9015,6.81,0.7743,0.5205
22.1469,7.8461,0.1355,0.1061
22.7421,2.1807,0.6419,0.1099
23.9574,3.9783,0.7917,0.2902
21.1048,5.2063,0.6522,0.3266
24.1367,2.2282,0.0744,0.0131
23.742,6.2848,0.4609,0.283
28.6631,2.8542,0.968,0.2353
24.3968,4.2663,0.3613,0.1435
24.0513,1.8847,0.1722,0.0237
28.596,6.2671,0.0631,0.0383
20.7277,5.7593,0.7839,0.4395
25.402,6.7511,0.9775,0.6471
29.5681,3.7339,0.2759,0.093
22.5999,5.1416,0.3984,0.1963
26.4071,7.5156,0.9552,0.7089
22.3409,4.3302,0.0439,0.0178
24.3218,7.4207,0.1876,0.1379
22.8779,2.6934,0.04,0.0091
23.1739,2.1048,0.627,0.102
20.9482,4.2516,0.4412,0.1756
25.5723,5.8468,0.3674,0.2077
28.9652,3.2628,0.4346,0.1247
22.2794,2.4279,0.0739,0.0147
28.7835,5.1157,0.3725,0.1806
28.3975,3.0933,0.7528,0.2025
26.3343,3.9518,0.0718,0.026
22.2786,5.2214,0.0098,0.0049
21.8429,3.0155,0.3261,0.0859
23.118,7.086,0.2194,0.1536
28.4533,7.6843,0.1887,0.1429
21.3514,3.3854,0.6174,0.1877
27.6456,1.3128,0.7042,0.0478
24.6949,6.1161,0.8762,0.5213
24.9217,1.3981,0.5657,0.0449
22.5416,2.0899,0.4905,0.079
25.2034,3.0043,0.1551,0.0404
21.7244,5.2213,0.9096,0.4565
21.7343,1.8821,0.7915,0.109
29.4376,3.3209,0.1643,0.0481
29.5051,3.4839,0.1612,0.05
24.5227,4.84,0.141,0.0647
29.6897,3.2269,0.8889,0.2514
29.7527,5.8435,0.3973,0.2229
28.9327,2.6274,0.1675,0.0366
24.0529,4.5829,0.6256,0.2699
24.52,1.252,0.1668,0.01
27.2148,1.4747,0.0424,0.0038
29.8896,5.1223,0.9343,0.4527
24.7153,1.6879,0.9008,0.1032
24.743,6.0975,0.8179,0.4849
29.9792,2.9732,0.6817,0.1741
26.3931,6.8693,0.853,0.5745
29.3255,2.1128,0.0656,0.0106
26.2112,1.8627,0.2762,0.0371
20.1305,4.4557,0.4821,0.2028
22.66,3.2568,0.8631,0.2497
29.1132,3.0653,0.4964,0.1319
28.0604,4.5747,0.2414,0.1033
23.4035,7.737,0.747,0.5749
23.0791,6.7478,0.6813,0.4525
26.7172,4.507,0.5031,0.212
29.4163,6.6735,0.3959,0.2571
24.729,1.7949,0.494,0.0628
24.7137,2.2496,0.7567,0.1349
25.8735,6.5076,0.7726,0.491
23.1426,5.0564,0.7223,0.3488
22.5378,4.8158,0.0793,0.0363
20.6107,4.8566,0.3804,0.1763
25.5613,5.2699,0.5721,0.2882
29.248,4.0813,0.5285,0.1978
28.2311,6.7092,0.5841,0.3822
27.2717,6.7461,0.2661,0.1755
28.7212,2.4945,0.05,0.0102
20.894,4.3034,0.3751,0.1514
20.587,4.739,0.1158,0.0522
21.367,4.4259,0.0684,0.0285
22.5045,1.2937,0.5388,0.0355
25.6767,4.9292,0.8936,0.4176
21.9307,2.9356,0.648,0.1651
20.2198,4.0776,0.4444,0.1687
24.6652,6.5489,0.1534,0.0983
24.3546,6.6966,0.9925,0.6524
26.1591,3.0436,0.0644,0.017
29.6196,1.8626,0.9762,0.1305
20.6734,3.072,0.8718,0.2355
25.4348,2.3757,0.6466,0.1242
20.9338,6.0844,0.4032,0.2401
27.3191,3.7474,0.0652,0.0222
20.4332,7.7859,0.5812,0.4526
27.9184,5.9243,0.1992,0.1138
25.1395,2.142,0.4101,0.0682
23.2722,4.5025,0.4568,0.1934
25.2203,7.986,0.6237,0.4951
29.5539,4.408,0.2523,0.1032
26.4054,2.7537,0.9099,0.2121
21.6103,2.2885,0.9716,0.1784
27.7739,3.1569,0.833,0.23
25.6733,3.7334,0.1375,0.0466
21.4041,2.65,0.3637,0.0813
28.7142,3.1188,0.3755,0.102
26.964,7.0375,0.1566,0.1082
20.2219,5.5635,0.9223,0.498
20.6831,3.6838,0.3685,0.1241
21.0288,6.7625,0.2044,0.1366
22.4807,3.4555,0.6128,0.1906
21.496,3.8215,0.3459,0.1215
29.5362,2.2914,0.6464,0.1173
23.5934,7.9289,0.5713,0.4512
20.7308,6.1338,0.5102,0.3066
28.1916,2.94,0.9502,0.24
28.3156,2.7502,0.1135,0.0263
24.2567,7.3808,0.8617,0.6294
25.1687,1.3104,0.8296,0.0562
28.9817,1.5995,0.569,0.0588
23.8761,3.8411,0.7644,0.269
24.5375,6.0313,0.2173,0.1274
20.8078,6.2295,0.3623,0.2214
27.9584,4.8969,0.2337,0.108
29.9591,3.7089,0.0389,0.013
23.4012,2.6727,0.6401,0.1443
27.8891,5.8137,0.0314,0.0176
28.994,4.7591,0.3065,0.1369
29.4239,1.2478,0.6521,0.0383
29.705,4.3044,0.3364,0.1338
27.8054,4.0142,0.3095,0.1139
25.9229,3.2811,0.1118,0.0325
28.1948,5.1858,0.7843,0.3864
27.7689,3.6686,0.3182,0.1053
28.8267,1.5182,0.1393,0.0131
29.1633,4.5163,0.9442,0.3972
24.824,6.2862,0.3892,0.2386
24.7512,3.9286,0.9353,0.3374
22.6595,2.2163,0.4735,0.083
22.878,5.0515,0.5767,0.2783
21.3505,5.355,0.8008,0.4137
20.136,5.886,0.5453,0.3135
24.5857,5.8645,0.9829,0.5585
20.4225,7.2377,0.2961,0.2131
24.8239,4.2468,0.7503,0.2963
29.9423,3.0004,0.6005,0.1551
22.5076,6.3102,0.979,0.605
26.1063,4.2333,0.999,0.3922
23.4302,2.4361,0.0319,0.0064
28.6012,1.3928,0.0872,0.0068
23.8969,5.9773,0.1425,0.0828
22.8471,1.8417,0.8176,0.1086
27.0492,2.1119,0.4243,0.0689
20.8327,6.0495,0.8886,0.5258
20.7625,5.4025,0.8775,0.4582
20.8599,2.2866,0.3282,0.0603
21.9737,4.2154,0.4658,0.1832
27.0012,5.0701,0.9074,0.4367
24.7332,2.8313,0.1904,0.0461
26.6999,7.9706,0.6958,0.5498
28.428,1.4454,0.9894,0.0839
27.0689,7.9036,0.4405,0.3447
22.2547,5.2987,0.3393,0.1729
28.7769,2.8892,0.4221,0.1042
20.2502,7.1806,0.2963,0.2115
27.5482,2.467,0.4254,0.0857
21.0371,6.4111,0.1717,0.1083
25.8153,5.5283,0.8361,0.4441
26.6589,6.3689,0.6944,0.4305
29.6289,1.6573,0.0489,0.0054
22.9836,6.0438,0.1806,0.1064
25.742,6.9563,0.3802,0.2598
24.0755,3.3286,0.4165,0.1235
26.8612,6.6801,0.7375,0.4814
26.873,5.7935,0.1413,0.0789
22.5751,3.0408,0.9012,0.2396
28.1189,7.6509,0.1499,0.1131
26.1951,5.729,0.7841,0.433
25.6375,7.1653,0.095,0.0671
24.2362,4.4297,0.3609,0.1497
23.1114,7.9263,0.3145,0.2485
21.4286,7.0514,0.9485,0.6627
26.4311,5.5292,0.6587,0.3496
27.225,5.2554,0.1749,0.0876
28.0532,7.4093,0.2022,0.1474
20.9461,7.5105,0.4141,0.31
23.2595,5.9908,0.4849,0.2827
25.3682,4.8989,0.017,0.0079
27.4525,7.6993,0.7048,0.5359
26.9765,4.3201,0.3731,0.1497
22.549,2.9142,0.6032,0.1521
21.8813,7.1278,0.4948,0.3495
26.6509,3.0449,0.1584,0.0419
29.8579,7.9218,0.0868,0.0678
26.567,3.2815,0.4331,0.1257
23.9849,5.2099,0.743,0.3705
25.5765,7.9356,0.1687,0.1329
20.6073,5.361,0.3645,0.1887
27.5914,6.2737,0.3735,0.2274
24.249,7.6613,0.3766,0.2864
26.9953,7.4394,0.6694,0.4909
29.5983,4.7837,0.1806,0.0811
24.1773,1.7994,0.5556,0.0709
27.4271,7.8048,0.8024,0.6191
21.1013,2.2989,0.4105,0.0759
25.736,4.6665,0.8467,0.3719
27.2995,4.5546,0.4175,0.1779
25.4194,4.4044,0.7442,0.3061
22.6748,6.5965,0.6522,0.4229
26.847,2.8588,0.8607,0.2103
22.6684,3.9349,0.8025,0.2911
20.9967,4.7375,0.8224,0.3704
23.3382,2.9944,0.1923,0.0501
28.195,3.3416,0.788,0.2331
20.0401,2.7199,0.3265,0.0757
24.8616,4.0007,0.315,0.116
20.2199,3.7848,0.8633,0.3004
21.8499,1.3385,0.3198,0.023
27.5285,4.7005,0.6516,0.2877
24.5123,6.5565,0.9803,0.6295
24.9271,7.5228,0.0282,0.021
27.4559,7.809,0.759,0.586
28.5789,7.2202,0.8948,0.6337
23.6648,5.1481,0.3042,0.1498
23.287,3.6581,0.1312,0.0436
27.4199,5.8004,0.6293,0.3516
25.5725,7.1381,0.8217,0.5776
24.2129,3.5629,0.1826,0.0587
24.7319,5.1604,0.5237,0.2581
25.7405,2.7505,0.9539,0.2222
26.4135,1.971,0.1172,0.0172
24.4367,2.9892,0.8272,0.2146
29.9866,6.6458,0.2428,0.1568
20.2043,7.0042,0.7012,0.4874
24.6517,3.4009,0.2945,0.0895
27.005,4.2834,0.8808,0.35
23.9987,7.5956,0.7469,0.5629
29.0187,1.3243,0.7644,0.0529
20.6124,1.9973,0.6134,0.0927
20.5334,5.9229,0.1256,0.0726
20.3356,6.237,0.7984,0.4889
23.2112,2.5476,0.8249,0.1746
29.4551,6.9554,0.9523,0.6467
27.2381,7.4733,0.1836,0.1353
25.3762,6.3414,0.1719,0.1063
21.42,7.8345,0.6838,0.5351
26.4483,7.0111,0.6345,0.4368
21.9947,6.1679,0.8881,0.5357
23.5077,1.4107,0.1083,0.0088
23.0951,6.1639,0.4385,0.2638
21.5229,4.0033,0.849,0.3148
29.7753,3.1243,0.2636,0.0716
24.7167,3.1527,0.0164,0.0045
29.1315,2.222,0.7444,0.1295
22.8005,5.0137,0.2773,0.1327
28.3043,2.5075,0.0898,0.0185
21.8322,5.761,0.3095,0.1733
24.1543,3.1235,0.6617,0.1814
28.7186,3.99,0.9199,0.3357
21.2481,6.9601,0.6199,0.4271
27.6393,4.367,0.9905,0.402
21.3158,2.7696,0.1807,0.0428
22.6852,6.5572,0.6028,0.3884
24.5409,3.6873,0.6246,0.2092
24.1499,2.9153,0.8457,0.2128
25.9345,6.6279,0.7017,0.4549
28.3042,4.2616,0.7899,0.3114
20.7023,5.4397,0.6518,0.343
22.8752,4.9046,0.7356,0.3434
21.9018,4.2409,0.8071,0.3197
20.4646,7.5634,0.6913,0.5218
27.0,7.4935,0.9994,0.7386
28.0244,3.1177,0.2584,0.0702
22.4742,1.2798,0.6442,0.0412
22.6106,5.0677,0.5162,0.2501
25.0008,3.9236,0.3971,0.143
25.6371,6.5676,0.2192,0.1408
22.3299,7.2729,0.7651,0.5518
22.1711,6.3747,0.0115,0.0072
23.2983,6.0457,0.0716,0.0421
22.5563,5.1278,0.2541,0.1248
21.7025,7.483,0.0935,0.0696
20.8121,5.5298,0.5298,0.2839
29.6642,7.128,0.9785,0.6821
27.2729,6.774,0.5323,0.3525
28.8619,1.6661,0.0933,0.0104
20.3811,3.4012,0.5883,0.1801
21.9533,5.8411,0.8591,0.4882
26.6237,7.0586,0.873,0.6053
23.0863,3.6643,0.7144,0.238
28.3681,5.2184,0.7635,0.3787
26.5474,4.3065,0.5891,0.2357
23.2153,7.8439,0.0074,0.0058
27.4467,3.1577,0.0434,0.012
27.1683,3.2062,0.1828,0.0515
27.168,6.95,0.2755,0.1876
28.1911,2.8012,0.7765,0.1844
28.5076,2.8442,0.3949,0.0956
26.809,6.9449,0.3021,0.2057
21.8818,6.1421,0.1114,0.0669
22.5656,1.268,0.0262,0.0016
22.8361,4.4319,0.724,0.3012
25.8936,5.376,0.5796,0.2984
28.8867,5.9673,0.44,0.253
26.1726,2.2775,0.9789,0.1771
29.1499,2.7305,0.5849,0.1342
24.7943,1.588,0.2272,0.0233
25.4697,7.1327,0.466,0.3274
25.0553,7.0354,0.9807,0.6793
26.1253,7.4722,0.66,0.487
26.9757,4.7075,0.3623,0.1604
20.1494,3.6261,0.2816,0.0931
27.5773,4.5116,0.2541,0.1071
26.0026,6.2649,0.8632,0.5261
24.7412,6.127,0.6881,0.4102
25.267,5.5498,0.5028,0.2685
25.6443,3.8123,0.0325,0.0113
27.3008,1.2996,0.301,0.0199
24.0158,3.122,0.2451,0.0672
25.6072,1.9167,0.5677,0.0799
26.3993,3.7919,0.648,0.2236
21.0925,4.1104,0.2086,0.0798
22.4666,5.3417,0.6901,0.3548
21.0335,6.1441,0.3301,0.1986
26.9395,2.2627,0.8543,0.153
28.9139,3.295,0.7881,0.2289
24.4993,5.4239,0.8084,0.4213
25.1255,7.5609,0.9711,0.727
28.6318,7.6642,0.7779,0.5874
20.2912,3.0228,0.8828,0.2339
23.2982,2.0406,0.4164,0.0647
20.3894,2.1871,0.9362,0.1616
27.9235,5.6634,0.5247,0.2853
23.8381,7.2515,0.2162,0.155
27.0168,3.5699,0.6089,0.1954
25.2304,5.477,0.2594,0.1365
28.9278,1.423,0.9351,0.0766
26.929,3.1017,0.1738,0.047
20.2459,3.0643,0.2118,0.0571
20.9204,3.8241,0.5343,0.188
24.1455,4.9479,0.8061,0.3793
25.0006,3.6173,0.7646,0.2501
28.7309,6.0598,0.0558,0.0326
26.8396,7.7705,0.4786,0.3679
21.4186,6.6135,0.3615,0.2356
21.2205,2.1588,0.9821,0.1662
23.9188,5.61,0.919,0.4978
21.8079,4.7447,0.2669,0.1202
29.3432,2.0771,0.7514,0.1186
20.6742,3.0153,0.1741,0.046
21.7721,6.984,0.7197,0.4973
24.6463,1.9683,0.1974,0.029
23.3453,1.3624,0.4251,0.0318
23.8262,1.4002,0.6097,0.0486
29.4717,5.5911,0.5654,0.3023
20.7273,1.4201,0.2474,0.0205
23.4418,6.4717,0.1703,0.108
29.1441,2.5838,0.6676,0.1426
29.8309,2.5029,0.0477,0.0097
28.3852,5.0329,0.1366,0.065
22.0197,2.957,0.6073,0.1561
21.4342,4.0369,0.8114,0.3038
20.1322,6.378,0.2254,0.1415
28.1424,2.9732,0.5958,0.1526
20.5644,3.8911,0.542,0.1947
25.3536,1.8033,0.9284,0.1187
20.9919,7.8215,0.1403,0.1097
28.3001,2.7797,0.8879,0.2088
26.1943,2.9426,0.0848,0.0215
22.1194,3.1976,0.4018,0.1138
24.2958,1.9011,0.6471,0.0901
27.5912,4.4997,0.8976,0.377
23.343,7.0475,0.5473,0.3809
26.8957,5.7623,0.6065,0.3367
28.6665,5.2011,0.6612,0.3266
24.3321,7.1756,0.1676,0.1187
28.3204,3.7545,0.9506,0.3232
20.3741,3.0313,0.1829,0.0486
21.3841,3.3512,0.6884,0.2067
23.5516,5.0541,0.2954,0.1425
21.1486,4.3619,0.0535,0.0219
27.4793,6.4555,0.2863,0.1799
29.742,4.9337,0.4263,0.1981
22.9215,3.8689,0.1059,0.0376
21.1953,3.0344,0.8005,0.2128
20.0477,6.8281,0.6867,0.4644
22.2657,7.7818,0.7772,0.603
29.1281,5.1414,0.5146,0.2507
26.5644,2.6949,0.772,0.1749
25.3763,6.5563,0.6731,0.4316
24.7871,5.3347,0.8142,0.4164
24.2205,1.7597,0.1617,0.0199
28.3048,3.288,0.5097,0.1478
26.2397,5.6775,0.1272,0.0695
28.8356,1.4558,0.2564,0.0221
24.0452,2.7812,0.5644,0.1337
25.747,3.9924,0.9723,0.3568
21.8317,3.0655,0.9771,0.2628
22.5414,3.5534,0.6185,0.1989
23.8457,4.1503,0.0932,0.0359
21.5278,5.7855,0.8596,0.4836
21.7602,5.4833,0.9393,0.4978
24.016,1.2778,0.2434,0.0154
23.1684,7.4268,0.396,0.2918
22.3635,2.4701,0.2925,0.0595
20.6079,4.5974,0.4223,0.1839
25.1786,5.4617,0.2386,0.1252
21.3657,7.2149,0.5064,0.3627
29.9748,5.9196,0.2715,0.1544
22.1519,5.1081,0.4063,0.1988
22.9788,7.2882,0.8047,0.5811
21.6303,7.6423,0.9028,0.6877
22.2806,7.0857,0.1276,0.0895
21.126,7.1891,0.4147,0.296
20.6629,4.3859,0.7585,0.313
25.0732,6.0015,0.3492,0.2034
21.6003,4.8478,0.8214,0.3793
27.381,6.763,0.5153,0.3406
20.7419,5.2322,0.4789,0.2413
22.8395,2.1675,0.5426,0.0921
29.9323,3.6991,0.8003,0.2666
22.9604,3.4013,0.896,0.2731
26.1505,5.3958,0.1765,0.0912
21.0227,1.3358,0.8872,0.0636
27.0611,4.6772,0.2322,0.102
21.0441,1.373,0.1836,0.0141
27.2654,4.4841,0.5357,0.2242
26.2512,3.8138,0.2755,0.0958
24.8684,1.4996,0.9007,0.0829
24.7881,3.6655,0.3624,0.1205
24.7329,3.0626,0.6972,0.1864
21.0596,7.4448,0.7242,0.5368
24.8705,4.8167,0.5283,0.2409
24.1015,7.4006,0.1446,0.106
26.9276,6.821,0.4672,0.312
25.3003,3.1052,0.0568,0.0154
29.1013,5.2515,0.7931,0.3957
20.9516,6.7432,0.0151,0.0101
21.9574,7.4824,0.9417,0.7008
24.6589,6.4093,0.3851,0.2412
24.2289,1.9504,0.0193,0.0028
20.4117,6.3717,0.9518,0.5965
22.5622,4.1296,0.5199,0.1995
27.077,4.888,0.5957,0.2751
21.1637,1.4742,0.0625,0.0056
27.901,6.5074,0.4253,0.2694
27.2866,2.5803,0.9836,0.2103
23.4064,6.5184,0.2324,0.1486
24.7132,5.9686,0.9887,0.5726
24.5852,1.6876,0.6482,0.0743
29.8851,7.6968,0.7015,0.531
21.3286,5.1909,0.9588,0.4783
24.1155,6.4404,0.0612,0.0386
28.6888,7.2796,0.0568,0.0406
24.4818,3.4133,0.47,0.1435
25.117,7.0362,0.4903,0.3396
28.5249,7.0776,0.837,0.5802
22.8591,2.32,0.7775,0.1452
20.6688,4.2187,0.5123,0.2021
20.2181,6.5812,0.8644,0.5614
20.0847,4.483,0.6213,0.2632
22.086,7.763,0.7847,0.6074
21.0352,1.6228,0.9223,0.0992
23.7265,2.9224,0.5584,0.141
23.744,7.2617,0.2424,0.1741
22.6207,6.1519,0.4498,0.2703
23.8242,5.6333,0.1822,0.0992
22.1053,3.7239,0.4932,0.1678
21.611,4.1666,0.5021,0.195
23.969,1.237,0.7937,0.0458
29.5512,5.737,0.722,0.3971
21.7766,4.1986,0.9177,0.3595
20.416,2.9393,0.4355,0.1114
27.1615,1.7791,0.0068,0.0008
25.6568,4.76,0.2059,0.0925
20.3337,6.8294,0.7344,0.4965
20.1209,1.7241,0.6086,0.0729
23.4454,4.8715,0.7563,0.3501
25.4838,7.8057,0.9499,0.7354
27.6648,2.3432,0.2382,0.0447
20.3434,3.5869,0.2593,0.0846
25.6122,6.0528,0.6943,0.4078
29.7651,5.3441,0.0191,0.0097
27.2968,6.3395,0.3223,0.1986
25.1251,2.9156,0.1239,0.0311
26.3847,1.6418,0.0298,0.0032
29.0396,1.9809,0.5845,0.086
28.1619,6.3552,0.5276,0.3255
27.2283,4.553,0.205,0.0873
25.0596,2.5775,0.7442,0.1595
20.4755,5.9526,0.5412,0.3148
22.0755,3.8225,0.3883,0.1362
22.4479,3.1206,0.0262,0.0072
27.2923,4.8211,0.6858,0.3117
24.4372,1.4297,0.7906,0.0659
23.2291,1.4645,0.4295,0.0378
27.9455,6.7114,0.5469,0.3582
